Order_ID, Date_, Subtotal, Tip, Coupon_Code
12248,2023-1-19,57.5,0.52,
12249,2023-1-19,20,3.91,
12250,2023-1-19,20,2.8,
12251,2023-1-19,10,0.19,
12252,2023-1-19,42.5,3.71,
12253,2023-1-19,20,1.23,
12254,2023-1-19,12.5,2.91,
12255,2023-1-19,42.5,4.82,
12256,2023-1-19,20,1.31,
12257,2023-1-19,22.5,2.21,
12258,2023-1-19,32.5,3.54,
12259,2023-1-19,10,3.16,
12260,2023-1-19,57.5,3.69,
12261,2023-1-19,57.5,2.28,
12262,2023-1-19,12.5,3.79,
12263,2023-1-19,12.5,2.97,
12264,2023-1-19,57.5,1.27,
12265,2023-1-19,12.5,0.85,
12266,2023-1-19,22.5,3.22,
12267,2023-1-19,20,1.5,
12268,2023-1-19,12.5,0.1,
12269,2023-1-19,25.0,2.3,
12270,2023-1-19,35.0,4.73,
12271,2023-1-19,37.5,2.62,
12272,2023-1-19,57.5,0.87,
12273,2023-1-19,10,5.0,
12274,2023-1-19,50.0,1.15,
12275,2023-1-19,60.0,2.41,
12276,2023-1-19,42.5,3.91,
12277,2023-1-19,57.5,1.52,
12278,2023-1-19,55.0,0.29,
12279,2023-1-19,42.5,4.33,
12280,2023-1-19,35.0,4.54,
12281,2023-1-19,50.0,1.5,
12282,2023-1-19,57.5,2.13,
12283,2023-1-19,12.5,1.18,
12284,2023-1-19,22.5,1.4,
12285,2023-1-19,47.5,4.55,
12286,2023-1-19,57.5,2.44,
12287,2023-1-19,20,4.9,
12288,2023-1-19,42.5,4.5,
12289,2023-1-19,10,0.39,
12290,2023-1-19,52.5,1.22,
12291,2023-1-19,35.0,1.0,
12292,2023-1-19,22.5,0.97,
12293,2023-1-19,32.5,0.63,
12294,2023-1-19,55.0,4.49,
12295,2023-1-19,40,2.94,
12296,2023-1-19,42.5,2.61,
12297,2023-1-19,35.0,2.1,
12298,2023-1-19,20,1.02,
12299,2023-1-19,12.5,1.48,
12300,2023-1-20,45.0,1.62,
12301,2023-1-20,12.5,1.04,
12302,2023-1-20,22.5,1.26,
12303,2023-1-20,55.0,0.83,
12304,2023-1-20,60.0,4.37,
12305,2023-1-20,50.0,2.44,
12306,2023-1-20,25.0,3.51,
12307,2023-1-20,35.0,1.54,
12308,2023-1-20,35.0,4.35,
12309,2023-1-20,22.5,2.58,
12310,2023-1-20,10,0.6,
12311,2023-1-20,57.5,4.68,
12312,2023-1-20,32.5,3.12,
12313,2023-1-20,20,4.03,
12314,2023-1-20,50.0,3.38,
12315,2023-1-20,42.5,4.71,
12316,2023-1-20,57.5,1.08,
12317,2023-1-20,20,3.89,
12318,2023-1-20,20,2.13,
12319,2023-1-20,20,1.87,
12320,2023-1-20,35.0,1.4,
12321,2023-1-20,40,2.94,
12322,2023-1-20,57.5,4.23,
12323,2023-1-20,12.5,3.35,
12324,2023-1-20,35.0,0.11,
12325,2023-1-20,22.5,2.05,
12326,2023-1-20,55.0,0.95,
12327,2023-1-20,55.0,1.45,
12328,2023-1-20,30,2.29,
12329,2023-1-20,20,4.45,
12330,2023-1-20,10,3.87,
12331,2023-1-20,30,2.59,
12332,2023-1-20,10,0.7,
12333,2023-1-20,42.5,0.13,
12334,2023-1-20,22.5,1.95,
12335,2023-1-20,45.0,3.77,
12336,2023-1-20,12.5,0.39,
12337,2023-1-20,22.5,0.44,
12338,2023-1-20,32.5,4.34,
12339,2023-1-20,10,0.12,
12340,2023-1-20,57.5,4.25,
12341,2023-1-20,42.5,2.01,
12342,2023-1-20,12.5,1.29,
12343,2023-1-20,10,1.33,
12344,2023-1-20,12.5,0.64,
12345,2023-1-20,25.0,0.87,
12346,2023-1-20,55.0,2.48,
12347,2023-1-20,45.0,3.82,
12348,2023-1-20,10,0.04,
12349,2023-1-20,45.0,4.5,
12350,2023-1-20,35.0,2.65,
12351,2023-1-20,47.5,4.63,
12352,2023-1-20,10,2.98,
12353,2023-1-20,35.0,3.97,
12354,2023-1-20,55.0,2.15,
12355,2023-1-20,52.5,4.46,
12356,2023-1-20,12.5,4.11,
12357,2023-1-20,35.0,4.13,
12358,2023-1-20,30,2.38,
12359,2023-1-20,20,1.16,
12360,2023-1-20,22.5,4.71,
12361,2023-1-20,10,2.43,
12362,2023-1-20,30,1.99,
12363,2023-1-20,10,3.24,
12364,2023-1-20,42.5,1.91,
12365,2023-1-20,22.5,4.92,
12366,2023-1-20,20,0.47,
12367,2023-1-20,47.5,3.43,
12368,2023-1-20,42.5,4.53,
12369,2023-1-20,30,0.11,
12370,2023-1-20,60.0,4.97,
12371,2023-1-20,47.5,1.95,
12372,2023-1-20,40,4.4,
12373,2023-1-20,57.5,4.57,
12374,2023-1-20,22.5,1.06,
12375,2023-1-20,50.0,3.54,
12376,2023-1-20,57.5,1.35,
12377,2023-1-20,45.0,4.93,
12378,2023-1-20,47.5,4.99,
12379,2023-1-20,10,3.3,
12380,2023-1-20,12.5,2.62,
12381,2023-1-20,55.0,2.73,
12382,2023-1-20,22.5,0.11,
12383,2023-1-20,42.5,0.08,
12384,2023-1-20,30,3.25,
12385,2023-1-20,22.5,4.55,
12386,2023-1-20,32.5,0.31,
12387,2023-1-20,25.0,3.64,
12388,2023-1-20,45.0,4.04,
12389,2023-1-20,35.0,4.68,
12390,2023-1-20,32.5,2.35,
12391,2023-1-20,57.5,1.95,
12392,2023-1-20,22.5,4.04,
12393,2023-1-20,22.5,0.53,
12394,2023-1-20,35.0,2.74,
12395,2023-1-20,40,1.47,
12396,2023-1-20,30,3.92,
12397,2023-1-20,22.5,3.55,
12398,2023-1-20,57.5,2.18,
12399,2023-1-20,12.5,2.2,
12400,2023-1-20,22.5,3.82,
12401,2023-1-20,47.5,1.9,
12402,2023-1-20,57.5,1.69,
12403,2023-1-20,52.5,4.64,
12404,2023-1-20,20,0.37,
12405,2023-1-20,22.5,0.31,
12406,2023-1-20,57.5,2.86,
12407,2023-1-20,10,4.09,
12408,2023-1-20,12.5,0.23,
12409,2023-1-20,47.5,1.39,
12410,2023-1-20,55.0,1.46,
12411,2023-1-20,25.0,4.71,
12412,2023-1-20,32.5,4.42,
12413,2023-1-20,12.5,1.21,
12414,2023-1-20,35.0,1.99,
12415,2023-1-20,22.5,4.68,
12416,2023-1-20,35.0,2.56,
12417,2023-1-20,12.5,0.13,
12418,2023-1-20,32.5,2.36,
12419,2023-1-20,55.0,4.11,
12420,2023-1-20,45.0,0.0,
12421,2023-1-20,45.0,3.71,
12422,2023-1-20,20,0.57,
12423,2023-1-20,57.5,4.97,
12424,2023-1-20,45.0,1.63,
12425,2023-1-20,32.5,0.04,
12426,2023-1-20,45.0,0.88,
12427,2023-1-20,50.0,3.64,
12428,2023-1-20,25.0,2.3,
12429,2023-1-20,22.5,0.59,
12430,2023-1-20,52.5,4.28,
12431,2023-1-20,10,3.69,
12432,2023-1-20,30,1.55,
12433,2023-1-20,30,3.81,
12434,2023-1-20,42.5,0.04,
12435,2023-1-20,35.0,3.53,
12436,2023-1-20,45.0,0.32,
12437,2023-1-20,35.0,2.32,
12438,2023-1-20,45.0,1.34,
12439,2023-1-20,35.0,0.01,
12440,2023-1-20,10,0.24,
12441,2023-1-20,45.0,0.64,
12442,2023-1-20,60.0,1.96,
12443,2023-1-20,22.5,4.13,
12444,2023-1-20,45.0,0.97,
12445,2023-1-20,32.5,0.13,
12446,2023-1-20,45.0,1.76,
12447,2023-1-20,55.0,0.5,
12448,2023-1-20,22.5,1.75,
12449,2023-1-20,12.5,4.49,
12450,2023-1-20,12.5,3.25,
12451,2023-1-20,35.0,1.19,
12452,2023-1-20,35.0,0.02,
12453,2023-1-20,20,4.44,
12454,2023-1-20,32.5,4.19,
12455,2023-1-20,37.5,0.97,
12456,2023-1-20,47.5,0.36,
12457,2023-1-20,22.5,0.27,
12458,2023-1-20,35.0,3.94,
12459,2023-1-20,60.0,1.54,
12460,2023-1-20,30,3.51,
12461,2023-1-20,45.0,2.72,
12462,2023-1-20,25.0,2.97,
12463,2023-1-20,12.5,4.4,
12464,2023-1-20,50.0,3.04,
12465,2023-1-20,42.5,4.71,
12466,2023-1-20,32.5,3.19,
12467,2023-1-20,22.5,1.34,
12468,2023-1-20,60.0,0.2,
12469,2023-1-20,60.0,4.51,
12470,2023-1-20,22.5,0.55,
12471,2023-1-20,42.5,2.61,
12472,2023-1-20,47.5,2.59,
12473,2023-1-20,32.5,3.6,
12474,2023-1-20,35.0,2.64,
12475,2023-1-20,25.0,0.93,
12476,2023-1-20,20,3.32,
12477,2023-1-20,32.5,3.01,
12478,2023-1-20,10,2.41,
12479,2023-1-20,20,1.09,
12480,2023-1-20,55.0,4.99,
12481,2023-1-20,32.5,4.09,
12482,2023-1-20,20,1.16,
12483,2023-1-20,12.5,1.63,
12484,2023-1-20,10,2.12,
12485,2023-1-20,62.5,4.38,
12486,2023-1-20,25.0,2.51,
12487,2023-1-20,42.5,4.42,
12488,2023-1-20,20,4.2,
12489,2023-1-20,20,1.17,
12490,2023-1-20,22.5,3.96,
12491,2023-1-20,22.5,1.92,
12492,2023-1-20,22.5,2.18,
12493,2023-1-20,35.0,4.16,
12494,2023-1-20,32.5,3.83,
12495,2023-1-20,35.0,3.44,
12496,2023-1-20,35.0,4.06,
12497,2023-1-20,52.5,3.88,
12498,2023-1-20,47.5,2.62,
12499,2023-1-20,22.5,3.49,
12500,2023-1-21,52.5,3.6,
12501,2023-1-21,10,3.09,
12502,2023-1-21,57.5,0.73,
12503,2023-1-21,32.5,2.45,
12504,2023-1-21,10,1.29,
12505,2023-1-21,12.5,3.56,
12506,2023-1-21,52.5,3.21,
12507,2023-1-21,12.5,3.74,
12508,2023-1-21,50.0,1.51,
12509,2023-1-21,47.5,2.93,
12510,2023-1-21,10,1.65,
12511,2023-1-21,25.0,2.01,
12512,2023-1-21,45.0,1.83,
12513,2023-1-21,12.5,4.14,
12514,2023-1-21,37.5,1.8,
12515,2023-1-21,22.5,1.51,
12516,2023-1-21,37.5,0.37,
12517,2023-1-21,47.5,3.92,
12518,2023-1-21,25.0,2.95,
12519,2023-1-21,35.0,2.99,
12520,2023-1-21,12.5,4.13,
12521,2023-1-21,20,1.17,
12522,2023-1-21,55.0,4.09,
12523,2023-1-21,25.0,0.25,
12524,2023-1-21,57.5,4.84,
12525,2023-1-21,32.5,3.26,
12526,2023-1-21,25.0,4.19,
12527,2023-1-21,45.0,4.05,
12528,2023-1-21,10,3.81,
12529,2023-1-21,55.0,3.36,
12530,2023-1-21,35.0,2.77,
12531,2023-1-21,10,0.21,
12532,2023-1-21,12.5,1.8,
12533,2023-1-21,25.0,1.25,
12534,2023-1-21,25.0,0.57,
12535,2023-1-21,55.0,0.11,
12536,2023-1-21,57.5,3.0,
12537,2023-1-21,22.5,4.48,
12538,2023-1-21,45.0,1.06,
12539,2023-1-21,10,1.21,
12540,2023-1-21,32.5,0.36,
12541,2023-1-21,25.0,0.69,
12542,2023-1-21,10,1.4,
12543,2023-1-21,45.0,0.82,
12544,2023-1-21,52.5,4.3,
12545,2023-1-21,30,1.83,
12546,2023-1-21,42.5,4.46,
12547,2023-1-21,10,3.67,
12548,2023-1-21,57.5,2.47,
12549,2023-1-21,45.0,0.7,
12550,2023-1-21,12.5,1.63,
12551,2023-1-21,45.0,3.93,
12552,2023-1-21,30,4.38,
12553,2023-1-21,50.0,4.87,
12554,2023-1-21,55.0,3.9,
12555,2023-1-21,12.5,1.95,
12556,2023-1-21,45.0,2.87,
12557,2023-1-21,37.5,1.3,
12558,2023-1-21,22.5,4.3,
12559,2023-1-21,47.5,0.07,
12560,2023-1-21,55.0,4.38,
12561,2023-1-21,55.0,1.35,
12562,2023-1-21,10,4.16,
12563,2023-1-21,30,2.74,
12564,2023-1-21,55.0,0.36,
12565,2023-1-21,45.0,3.04,
12566,2023-1-21,35.0,4.15,
12567,2023-1-21,47.5,2.67,
12568,2023-1-21,22.5,3.45,
12569,2023-1-21,12.5,2.56,
12570,2023-1-21,22.5,0.15,
12571,2023-1-21,10,3.72,
12572,2023-1-21,47.5,2.92,
12573,2023-1-21,42.5,3.11,
12574,2023-1-21,10,4.57,
12575,2023-1-21,35.0,1.26,
12576,2023-1-21,57.5,0.2,
12577,2023-1-21,47.5,1.43,
12578,2023-1-21,50.0,4.84,
12579,2023-1-21,32.5,4.69,
12580,2023-1-21,45.0,0.01,
12581,2023-1-21,12.5,4.13,
12582,2023-1-21,25.0,3.15,
12583,2023-1-21,20,1.4,
12584,2023-1-21,35.0,1.39,
12585,2023-1-21,10,2.98,
12586,2023-1-21,12.5,1.18,
12587,2023-1-21,45.0,2.16,
12588,2023-1-21,50.0,0.05,
12589,2023-1-21,55.0,1.67,
12590,2023-1-21,52.5,3.24,
12591,2023-1-21,22.5,1.62,
12592,2023-1-21,52.5,0.17,
12593,2023-1-21,12.5,1.02,
12594,2023-1-21,22.5,3.67,
12595,2023-1-21,62.5,1.37,
12596,2023-1-21,42.5,2.96,
12597,2023-1-21,12.5,2.04,
12598,2023-1-21,55.0,2.9,
12599,2023-1-21,55.0,3.76,
12600,2023-1-22,37.5,4.52,
12601,2023-1-22,25.0,1.84,
12602,2023-1-22,32.5,1.56,
12603,2023-1-22,20,3.83,
12604,2023-1-22,55.0,2.68,
12605,2023-1-22,60.0,1.09,
12606,2023-1-22,45.0,2.31,
12607,2023-1-22,12.5,2.28,
12608,2023-1-22,35.0,3.97,
12609,2023-1-22,45.0,3.09,
12610,2023-1-22,25.0,3.29,
12611,2023-1-22,55.0,3.52,
12612,2023-1-22,45.0,1.29,
12613,2023-1-22,25.0,4.35,
12614,2023-1-22,22.5,3.65,
12615,2023-1-22,35.0,4.16,
12616,2023-1-22,52.5,0.81,
12617,2023-1-22,10,3.81,
12618,2023-1-22,60.0,0.43,
12619,2023-1-22,42.5,2.69,
12620,2023-1-22,57.5,1.84,
12621,2023-1-22,52.5,4.48,
12622,2023-1-22,22.5,0.93,
12623,2023-1-22,45.0,4.16,
12624,2023-1-22,32.5,4.94,
12625,2023-1-22,45.0,4.97,
12626,2023-1-22,22.5,1.4,
12627,2023-1-22,57.5,1.2,
12628,2023-1-22,10,0.86,
12629,2023-1-22,22.5,0.43,
12630,2023-1-22,57.5,0.24,
12631,2023-1-22,52.5,3.5,
12632,2023-1-22,47.5,0.27,
12633,2023-1-22,10,4.18,
12634,2023-1-22,45.0,0.33,
12635,2023-1-22,55.0,2.25,
12636,2023-1-22,35.0,4.89,
12637,2023-1-22,42.5,2.54,
12638,2023-1-22,30,1.2,
12639,2023-1-22,55.0,2.87,
12640,2023-1-22,45.0,0.7,
12641,2023-1-22,12.5,2.06,
12642,2023-1-22,47.5,2.76,
12643,2023-1-22,20,3.28,
12644,2023-1-22,22.5,4.8,
12645,2023-1-22,20,5.0,
12646,2023-1-22,12.5,0.36,
12647,2023-1-22,47.5,3.62,
12648,2023-1-22,30,1.43,
12649,2023-1-22,35.0,0.06,
12650,2023-1-22,22.5,2.33,
12651,2023-1-22,32.5,2.66,
12652,2023-1-22,22.5,0.26,
12653,2023-1-22,12.5,0.28,
12654,2023-1-22,35.0,2.24,
12655,2023-1-22,45.0,4.11,
12656,2023-1-22,12.5,1.24,
12657,2023-1-22,10,3.42,
12658,2023-1-22,35.0,2.6,
12659,2023-1-22,12.5,0.95,
12660,2023-1-22,57.5,4.99,
12661,2023-1-22,12.5,1.97,
12662,2023-1-22,12.5,2.22,
12663,2023-1-22,40,0.87,
12664,2023-1-22,45.0,0.48,
12665,2023-1-22,22.5,4.3,
12666,2023-1-22,32.5,0.67,
12667,2023-1-22,57.5,4.17,
12668,2023-1-22,60.0,4.44,
12669,2023-1-22,32.5,2.2,
12670,2023-1-22,25.0,2.87,
12671,2023-1-22,35.0,0.95,
12672,2023-1-22,12.5,4.29,
12673,2023-1-22,42.5,1.94,
12674,2023-1-22,32.5,1.77,
12675,2023-1-22,55.0,1.74,
12676,2023-1-22,47.5,2.6,
12677,2023-1-22,57.5,0.26,
12678,2023-1-22,52.5,3.85,
12679,2023-1-22,22.5,0.9,
12680,2023-1-22,47.5,3.84,
12681,2023-1-22,45.0,2.86,
12682,2023-1-22,55.0,3.98,
12683,2023-1-22,25.0,0.51,
12684,2023-1-22,55.0,1.63,
12685,2023-1-22,42.5,3.66,
12686,2023-1-22,22.5,2.29,
12687,2023-1-22,32.5,0.16,
12688,2023-1-22,57.5,1.45,
12689,2023-1-22,37.5,2.33,
12690,2023-1-22,57.5,0.54,
12691,2023-1-22,55.0,4.69,
12692,2023-1-22,20,4.02,
12693,2023-1-22,20,0.07,
12694,2023-1-22,10,0.33,
12695,2023-1-22,47.5,0.84,
12696,2023-1-22,12.5,1.31,
12697,2023-1-22,22.5,1.03,
12698,2023-1-22,47.5,2.57,
12699,2023-1-22,10,0.56,
12700,2023-1-23,62.5,1.84,
12701,2023-1-23,25.0,1.95,
12702,2023-1-23,55.0,0.16,
12703,2023-1-23,45.0,2.38,
12704,2023-1-23,55.0,0.11,
12705,2023-1-23,32.5,4.59,
12706,2023-1-23,12.5,2.96,
12707,2023-1-23,57.5,0.56,
12708,2023-1-23,40,4.6,
12709,2023-1-23,60.0,0.82,
12710,2023-1-23,35.0,4.68,
12711,2023-1-23,52.5,2.81,
12712,2023-1-23,12.5,1.31,
12713,2023-1-23,47.5,4.75,
12714,2023-1-23,60.0,0.25,
12715,2023-1-23,10,4.14,
12716,2023-1-23,42.5,2.39,
12717,2023-1-23,42.5,3.79,
12718,2023-1-23,55.0,1.07,
12719,2023-1-23,10,2.18,
12720,2023-1-23,30,4.97,
12721,2023-1-23,10,1.91,
12722,2023-1-23,10,3.56,
12723,2023-1-23,32.5,0.55,
12724,2023-1-23,25.0,1.8,
12725,2023-1-23,22.5,4.37,
12726,2023-1-23,22.5,4.17,
12727,2023-1-23,47.5,4.37,
12728,2023-1-23,30,2.61,
12729,2023-1-23,55.0,3.09,
12730,2023-1-23,47.5,1.76,
12731,2023-1-23,22.5,4.77,
12732,2023-1-23,12.5,0.85,
12733,2023-1-23,52.5,1.48,
12734,2023-1-23,42.5,0.53,
12735,2023-1-23,60.0,1.64,
12736,2023-1-23,10,4.27,
12737,2023-1-23,55.0,4.73,
12738,2023-1-23,25.0,4.01,
12739,2023-1-23,47.5,0.01,
12740,2023-1-23,32.5,3.93,
12741,2023-1-23,55.0,0.7,
12742,2023-1-23,37.5,4.86,
12743,2023-1-23,42.5,1.96,
12744,2023-1-23,22.5,0.36,
12745,2023-1-23,35.0,0.24,
12746,2023-1-23,12.5,4.74,
12747,2023-1-23,12.5,2.31,
12748,2023-1-23,25.0,3.9,
12749,2023-1-23,57.5,1.48,
12750,2023-1-23,37.5,1.07,
12751,2023-1-23,45.0,1.11,
12752,2023-1-23,10,2.14,
12753,2023-1-23,25.0,1.33,
12754,2023-1-23,10,3.87,
12755,2023-1-23,35.0,2.75,
12756,2023-1-23,10,0.77,
12757,2023-1-23,57.5,3.8,
12758,2023-1-23,12.5,2.4,
12759,2023-1-23,20,1.92,
12760,2023-1-23,12.5,2.08,
12761,2023-1-23,55.0,4.58,
12762,2023-1-23,10,4.03,
12763,2023-1-23,60.0,0.07,
12764,2023-1-23,32.5,2.87,
12765,2023-1-23,25.0,4.54,
12766,2023-1-23,32.5,4.03,
12767,2023-1-23,35.0,3.19,
12768,2023-1-23,12.5,0.06,
12769,2023-1-23,50.0,3.98,
12770,2023-1-23,12.5,4.19,
12771,2023-1-23,47.5,3.05,
12772,2023-1-23,42.5,2.58,
12773,2023-1-23,55.0,2.32,
12774,2023-1-23,32.5,1.29,
12775,2023-1-23,32.5,2.22,
12776,2023-1-23,55.0,0.54,
12777,2023-1-23,45.0,0.09,
12778,2023-1-23,30,0.47,
12779,2023-1-23,47.5,4.98,
12780,2023-1-23,47.5,1.59,
12781,2023-1-23,57.5,1.23,
12782,2023-1-23,12.5,2.13,
12783,2023-1-23,25.0,1.73,
12784,2023-1-23,35.0,2.04,
12785,2023-1-23,10,2.05,
12786,2023-1-23,25.0,1.08,
12787,2023-1-23,32.5,2.62,
12788,2023-1-23,50.0,3.18,
12789,2023-1-23,47.5,3.04,
12790,2023-1-23,32.5,0.82,
12791,2023-1-23,42.5,2.04,
12792,2023-1-23,12.5,0.49,
12793,2023-1-23,47.5,0.86,
12794,2023-1-23,35.0,2.38,
12795,2023-1-23,12.5,0.66,
12796,2023-1-23,22.5,3.54,
12797,2023-1-23,20,3.73,
12798,2023-1-23,22.5,3.74,
12799,2023-1-23,12.5,3.51,
12800,2023-1-24,22.5,2.25,
12801,2023-1-24,42.5,3.64,
12802,2023-1-24,10,1.81,
12803,2023-1-24,25.0,0.91,
12804,2023-1-24,57.5,1.29,
12805,2023-1-24,22.5,0.93,
12806,2023-1-24,10,4.71,
12807,2023-1-24,32.5,1.76,
12808,2023-1-24,12.5,0.71,
12809,2023-1-24,12.5,1.53,
12810,2023-1-24,52.5,4.17,
12811,2023-1-24,22.5,1.93,
12812,2023-1-24,35.0,4.79,
12813,2023-1-24,12.5,0.92,
12814,2023-1-24,55.0,3.63,
12815,2023-1-24,57.5,1.47,
12816,2023-1-24,32.5,1.9,
12817,2023-1-24,22.5,2.92,
12818,2023-1-24,57.5,4.04,
12819,2023-1-24,12.5,3.98,
12820,2023-1-24,35.0,3.97,
12821,2023-1-24,10,1.17,
12822,2023-1-24,62.5,0.97,
12823,2023-1-24,10,0.28,
12824,2023-1-24,35.0,2.49,
12825,2023-1-24,35.0,4.97,
12826,2023-1-24,10,4.38,
12827,2023-1-24,57.5,2.24,
12828,2023-1-24,10,2.85,
12829,2023-1-24,57.5,0.11,
12830,2023-1-24,12.5,3.59,
12831,2023-1-24,42.5,0.91,
12832,2023-1-24,22.5,2.54,
12833,2023-1-24,22.5,0.46,
12834,2023-1-24,42.5,0.37,
12835,2023-1-24,25.0,2.37,
12836,2023-1-24,10,2.65,
12837,2023-1-24,12.5,0.35,
12838,2023-1-24,22.5,4.08,
12839,2023-1-24,32.5,2.58,
12840,2023-1-24,45.0,0.73,
12841,2023-1-24,20,1.19,
12842,2023-1-24,55.0,3.56,
12843,2023-1-24,35.0,0.52,
12844,2023-1-24,60.0,4.84,
12845,2023-1-24,45.0,0.18,
12846,2023-1-24,25.0,0.38,
12847,2023-1-24,32.5,4.11,
12848,2023-1-24,45.0,2.99,
12849,2023-1-24,10,2.0,
12850,2023-1-24,57.5,3.0,
12851,2023-1-24,45.0,0.55,
12852,2023-1-24,55.0,0.87,
12853,2023-1-24,22.5,0.95,
12854,2023-1-24,12.5,2.54,
12855,2023-1-24,10,1.3,
12856,2023-1-24,47.5,3.89,
12857,2023-1-24,22.5,4.36,
12858,2023-1-24,55.0,3.25,
12859,2023-1-24,12.5,0.19,
12860,2023-1-24,40,1.39,
12861,2023-1-24,22.5,4.83,
12862,2023-1-24,32.5,1.34,
12863,2023-1-24,22.5,0.78,
12864,2023-1-24,22.5,3.91,
12865,2023-1-24,32.5,4.29,
12866,2023-1-24,22.5,1.42,
12867,2023-1-24,32.5,4.98,
12868,2023-1-24,35.0,2.71,
12869,2023-1-24,22.5,1.36,
12870,2023-1-24,20,1.71,
12871,2023-1-24,20,3.98,
12872,2023-1-24,37.5,4.34,
12873,2023-1-24,32.5,3.09,
12874,2023-1-24,12.5,2.58,
12875,2023-1-24,30,2.54,
12876,2023-1-24,22.5,0.95,
12877,2023-1-24,22.5,2.72,
12878,2023-1-24,50,2.22,
12879,2023-1-24,52.5,1.15,
12880,2023-1-24,57.5,3.17,
12881,2023-1-24,20,4.62,
12882,2023-1-24,10,2.08,
12883,2023-1-24,10,0.25,
12884,2023-1-24,25.0,3.01,
12885,2023-1-24,10,0.88,
12886,2023-1-24,12.5,2.55,
12887,2023-1-24,55.0,3.89,
12888,2023-1-24,35.0,4.14,
12889,2023-1-24,20,3.42,
12890,2023-1-24,22.5,4.4,
12891,2023-1-24,47.5,4.14,
12892,2023-1-24,22.5,1.57,
12893,2023-1-24,10,3.81,
12894,2023-1-24,42.5,0.93,
12895,2023-1-24,20,2.21,
12896,2023-1-24,45.0,1.84,
12897,2023-1-24,45.0,1.72,
12898,2023-1-24,32.5,0.55,
12899,2023-1-24,25.0,0.62,
12900,2023-1-25,25.0,1.95,
12901,2023-1-25,12.5,0.91,
12902,2023-1-25,25.0,0.12,
12903,2023-1-25,22.5,2.09,
12904,2023-1-25,45.0,3.74,
12905,2023-1-25,12.5,4.57,
12906,2023-1-25,42.5,2.63,
12907,2023-1-25,25.0,0.66,
12908,2023-1-25,10,2.08,
12909,2023-1-25,20,0.91,
12910,2023-1-25,30,2.41,
12911,2023-1-25,10,3.56,
12912,2023-1-25,12.5,4.57,
12913,2023-1-25,12.5,0.61,
12914,2023-1-25,12.5,2.12,
12915,2023-1-25,10,4.84,
12916,2023-1-25,10,0.27,
12917,2023-1-25,47.5,1.18,
12918,2023-1-25,60.0,4.49,
12919,2023-1-25,12.5,3.92,
12920,2023-1-25,35.0,1.9,
12921,2023-1-25,12.5,0.68,
12922,2023-1-25,22.5,1.04,
12923,2023-1-25,55.0,1.1,
12924,2023-1-25,35.0,3.47,
12925,2023-1-25,37.5,0.05,
12926,2023-1-25,32.5,1.78,
12927,2023-1-25,22.5,2.87,
12928,2023-1-25,57.5,1.29,
12929,2023-1-25,22.5,3.26,
12930,2023-1-25,22.5,3.87,
12931,2023-1-25,10,2.06,
12932,2023-1-25,10,1.99,
12933,2023-1-25,22.5,2.06,
12934,2023-1-25,12.5,2.21,
12935,2023-1-25,20,1.18,
12936,2023-1-25,57.5,3.1,
12937,2023-1-25,47.5,0.97,
12938,2023-1-25,52.5,3.79,
12939,2023-1-25,20,1.91,
12940,2023-1-25,37.5,3.64,
12941,2023-1-25,32.5,3.39,
12942,2023-1-25,55.0,2.18,
12943,2023-1-25,42.5,2.75,
12944,2023-1-25,10,3.54,
12945,2023-1-25,10,3.05,
12946,2023-1-25,35.0,0.72,
12947,2023-1-25,60.0,0.73,
12948,2023-1-25,45.0,1.0,
12949,2023-1-25,55.0,3.85,
12950,2023-1-25,20,1.79,
12951,2023-1-25,60.0,4.04,
12952,2023-1-25,57.5,1.84,
12953,2023-1-25,22.5,2.11,
12954,2023-1-25,32.5,2.62,
12955,2023-1-25,62.5,4.97,
12956,2023-1-25,22.5,0.1,
12957,2023-1-25,12.5,1.38,
12958,2023-1-25,35.0,4.3,
12959,2023-1-25,10,1.1,
12960,2023-1-25,10,3.44,
12961,2023-1-25,47.5,2.31,
12962,2023-1-25,60.0,3.44,
12963,2023-1-25,57.5,2.32,
12964,2023-1-25,57.5,1.23,
12965,2023-1-25,22.5,3.47,
12966,2023-1-25,45.0,3.11,
12967,2023-1-25,32.5,1.53,
12968,2023-1-25,22.5,1.8,
12969,2023-1-25,35.0,0.34,
12970,2023-1-25,52.5,2.09,
12971,2023-1-25,12.5,4.5,
12972,2023-1-25,25.0,4.0,
12973,2023-1-25,55.0,4.57,
12974,2023-1-25,57.5,4.46,
12975,2023-1-25,32.5,0.53,
12976,2023-1-25,47.5,4.68,
12977,2023-1-25,12.5,1.48,
12978,2023-1-25,20,2.41,
12979,2023-1-25,52.5,0.11,
12980,2023-1-25,55.0,4.45,
12981,2023-1-25,32.5,3.21,
12982,2023-1-25,47.5,3.77,
12983,2023-1-25,20,3.49,
12984,2023-1-25,45.0,3.74,
12985,2023-1-25,20,4.09,
12986,2023-1-25,55.0,1.2,
12987,2023-1-25,60.0,3.83,
12988,2023-1-25,12.5,4.93,
12989,2023-1-25,45.0,1.3,
12990,2023-1-25,10,1.12,
12991,2023-1-25,32.5,2.51,
12992,2023-1-25,57.5,1.16,
12993,2023-1-25,22.5,1.25,
12994,2023-1-25,47.5,2.88,
12995,2023-1-25,60.0,0.8,
12996,2023-1-25,47.5,2.73,
12997,2023-1-25,10,0.36,
