Order_ID, Date_, Subtotal, Tip, Coupon_Code, Time_
5908,2022-11-19,15.0,2.17,,16:59
5909,2022-11-19,15.0,1.93,,18:9
5910,2022-11-19,25.0,0.91,,17:26
5911,2022-11-19,55.0,0.19,,12:29
5912,2022-11-19,20.0,0.69,,16:9
5913,2022-11-19,42.5,0.79,,19:5
5914,2022-11-19,55.0,3.76,,12:33
5915,2022-11-19,65.0,2.13,,19:12
5916,2022-11-19,55.0,3.08,,16:35
5917,2022-11-20,30.0,3.01,,11:11
5918,2022-11-20,55.0,4.5,,22:16
5919,2022-11-20,40.0,3.11,,16:35
5920,2022-11-20,50.0,4.27,,13:46
5921,2022-11-20,42.5,4.05,,18:26
5922,2022-11-20,40.0,2.74,,21:32
5923,2022-11-20,30.0,4.78,,15:41
5924,2022-11-20,72.5,2.58,,18:5
5925,2022-11-20,57.5,2.04,,21:15
5926,2022-11-20,42.5,1.93,,16:58
5927,2022-11-20,57.5,2.55,,15:55
5928,2022-11-20,40.0,2.78,,15:59
5929,2022-11-20,75.0,3.02,,22:13
5930,2022-11-20,65.0,2.32,,11:25
5931,2022-11-20,27.5,3.28,,20:25
5932,2022-11-20,42.5,4.7,,16:5
5933,2022-11-20,57.5,4.96,,19:36
5934,2022-11-20,70.0,4.58,,21:33
5935,2022-11-20,32.5,3.63,,11:55
5936,2022-11-20,22.5,1.79,,14:43
5937,2022-11-20,55.0,2.77,,15:28
5938,2022-11-20,77.5,1.43,,19:40
5939,2022-11-20,20.0,2.59,,21:21
5940,2022-11-20,10.0,1.83,,22:27
5941,2022-11-20,45.0,2.55,,21:10
5942,2022-11-20,27.5,0.08,,22:29
5943,2022-11-20,38.0,4.64,,17:35
5944,2022-11-20,55.0,2.41,,19:10
5945,2022-11-20,15.0,3.68,,13:2
5946,2022-11-20,40.0,1.37,,11:51
5947,2022-11-20,47.5,0.87,,17:19
5948,2022-11-20,40.0,0.32,,19:48
5949,2022-11-20,45.0,0.89,,16:49
5950,2022-11-20,52.5,2.11,,12:3
5951,2022-11-20,57.5,1.34,,19:36
5952,2022-11-20,70.0,3.97,,21:13
5953,2022-11-20,55.0,2.46,,13:6
5954,2022-11-20,30.0,3.31,,19:12
5955,2022-11-20,30.0,0.71,,21:22
5956,2022-11-20,45.0,3.65,,21:10
5957,2022-11-20,32.5,1.44,,22:3
5958,2022-11-20,45.0,4.54,,15:49
5959,2022-11-20,42.5,2.15,,17:35
5960,2022-11-20,67.5,4.36,,11:41
5961,2022-11-20,12.5,3.12,,18:24
5962,2022-11-20,20.0,0.32,,20:9
5963,2022-11-20,67.5,1.75,,12:22
5964,2022-11-20,72.5,1.86,,12:51
5965,2022-11-20,25.0,1.62,,22:17
5966,2022-11-20,30.0,3.55,,12:45
5967,2022-11-20,12.5,0.37,,21:1
5968,2022-11-20,22.5,0.3,,22:42
5969,2022-11-20,45.0,2.0,,17:12
5970,2022-11-20,37.5,4.63,,22:4
5971,2022-11-20,47.5,2.09,,17:16
5972,2022-11-20,60.0,3.04,,20:51
5973,2022-11-20,65.0,4.92,,11:39
5974,2022-11-20,42.5,1.42,,17:55
5975,2022-11-20,67.5,3.77,,13:7
5976,2022-11-20,22.5,3.91,,11:42
5977,2022-11-20,35.5,3.83,,20:33
5978,2022-11-20,57.5,2.55,,17:7
5979,2022-11-20,25.0,4.89,,19:48
5980,2022-11-20,65.0,1.52,,21:38
5981,2022-11-20,47.5,0.66,,20:26
5982,2022-11-20,55.0,3.79,,16:34
5983,2022-11-20,20.0,1.28,,19:15
5984,2022-11-20,40.0,2.63,,11:21
5985,2022-11-20,45.0,3.2,,15:27
5986,2022-11-20,30.0,3.17,,22:48
5987,2022-11-20,32.5,4.85,,13:47
5988,2022-11-20,20.0,3.87,,17:54
5989,2022-11-20,35.0,1.79,,18:37
5990,2022-11-20,25.0,4.91,,18:13
5991,2022-11-20,10.0,1.41,,22:8
5992,2022-11-20,70.0,2.47,,18:26
5993,2022-11-20,40.0,3.87,,20:47
5994,2022-11-20,53.0,3.89,,13:30
5995,2022-11-20,50.0,4.71,,20:19
5996,2022-11-20,35.0,1.1,,14:0
5997,2022-11-20,50.0,3.51,,14:51
5998,2022-11-20,45.0,4.91,,19:58
5999,2022-11-20,20.0,1.57,,17:56
6000,2022-11-20,20.0,3.12,,20:10
6001,2022-11-20,10.0,4.58,,21:15
6002,2022-11-20,15.0,2.46,,15:1
6003,2022-11-20,27.5,2.42,,19:58
6004,2022-11-20,62.5,0.1,,22:41
6005,2022-11-20,50.0,1.62,,15:34
6006,2022-11-20,52.5,4.76,,19:15
6007,2022-11-20,25.0,0.73,,21:25
6008,2022-11-20,25.0,1.28,,11:0
6009,2022-11-20,22.5,2.33,,12:18
6010,2022-11-20,57.5,3.44,,16:33
6011,2022-11-20,20.0,0.97,,14:37
6012,2022-11-20,67.5,0.02,,16:19
6013,2022-11-20,75.0,0.62,,20:22
6014,2022-11-20,32.5,3.44,,13:23
6015,2022-11-20,35.0,2.84,,19:54
6016,2022-11-20,42.5,1.49,,12:6
6017,2022-11-20,60.0,4.28,,18:12
6018,2022-11-20,35.0,3.44,,14:57
6019,2022-11-20,10.0,4.06,,20:55
6020,2022-11-20,30.0,3.79,,22:44
6021,2022-11-20,40.0,2.73,,13:11
6022,2022-11-20,47.5,2.27,,21:14
6023,2022-11-20,57.5,0.53,,21:14
6024,2022-11-20,15.0,2.29,,18:28
6025,2022-11-20,15.0,1.52,,13:17
6026,2022-11-20,60.0,2.89,,15:52
6027,2022-11-20,20.0,3.11,,11:34
6028,2022-11-20,40.0,2.14,,11:27
6029,2022-11-20,15.0,2.28,,18:17
6030,2022-11-20,10.0,0.12,,20:24
6031,2022-11-20,45.0,1.65,,12:41
6032,2022-11-20,37.5,1.73,,19:21
6033,2022-11-21,82.5,2.0,,17:12
6034,2022-11-21,20.0,0.13,,11:24
6035,2022-11-21,25.0,2.49,,14:6
6036,2022-11-21,30.0,3.01,,18:44
6037,2022-11-21,45.0,3.3,,22:55
6038,2022-11-21,35.0,2.28,,21:34
6039,2022-11-21,67.5,3.05,,12:43
6040,2022-11-21,63.0,1.52,,19:37
6041,2022-11-21,32.5,4.09,,12:18
6042,2022-11-21,72.5,0.64,,15:51
6043,2022-11-21,32.5,0.48,,17:21
6044,2022-11-21,48.0,4.94,,21:13
6045,2022-11-21,10.0,1.74,,19:45
6046,2022-11-21,55.0,4.64,,22:29
6047,2022-11-21,75.0,4.09,,16:28
6048,2022-11-21,12.5,0.52,,12:47
6049,2022-11-21,65.0,1.48,,13:6
6050,2022-11-21,52.5,3.32,,12:10
6051,2022-11-21,22.5,3.53,,21:15
6052,2022-11-21,35.0,2.94,,15:57
6053,2022-11-21,22.5,4.48,,16:45
6054,2022-11-21,25.0,1.94,,18:43
6055,2022-11-21,35.0,4.88,,19:20
6056,2022-11-21,67.5,2.73,,14:34
6057,2022-11-21,42.5,0.81,,18:58
6058,2022-11-21,67.5,2.46,,22:47
6059,2022-11-21,10.0,2.88,,21:44
6060,2022-11-21,20.0,4.77,,22:24
6061,2022-11-21,87.5,4.25,,14:20
6062,2022-11-21,27.5,1.27,,14:52
6063,2022-11-21,47.5,0.19,,18:22
6064,2022-11-21,38.0,1.04,,22:26
6065,2022-11-21,45.0,1.24,,19:46
6066,2022-11-21,60.0,0.92,,20:44
6067,2022-11-21,55.0,0.49,,22:21
6068,2022-11-21,20.0,3.1,,13:39
6069,2022-11-21,15.0,2.81,,17:21
6070,2022-11-21,37.5,2.85,,11:21
6071,2022-11-21,40.0,4.89,,20:47
6072,2022-11-21,40.0,0.13,,16:23
6073,2022-11-21,57.5,4.84,,21:5
6074,2022-11-21,32.5,3.54,,15:16
6075,2022-11-21,47.5,3.41,,20:52
6076,2022-11-21,32.5,0.0,,15:39
6077,2022-11-21,72.5,2.69,,22:59
6078,2022-11-21,62.5,4.05,,17:9
6079,2022-11-21,87.5,3.84,,22:11
6080,2022-11-21,30.0,0.45,,16:0
6081,2022-11-21,32.5,3.32,,19:55
6082,2022-11-21,52.5,2.68,,22:37
6083,2022-11-21,30.0,4.33,,18:18
6084,2022-11-21,32.5,2.41,,14:34
6085,2022-11-21,37.5,1.82,,11:38
6086,2022-11-21,30.0,1.49,,19:20
6087,2022-11-21,75.0,2.21,,20:40
6088,2022-11-21,72.5,3.21,,13:13
6089,2022-11-21,65.0,1.47,,11:22
6090,2022-11-21,42.5,2.94,,16:37
6091,2022-11-21,15.0,4.34,,17:20
6092,2022-11-21,42.5,4.85,,12:16
6093,2022-11-21,42.5,1.57,,22:26
6094,2022-11-21,60.0,0.02,,19:57
6095,2022-11-21,40.0,3.18,,13:44
6096,2022-11-21,22.5,4.42,,18:16
6097,2022-11-21,15.0,2.7,,20:13
6098,2022-11-21,47.5,4.32,,17:15
6099,2022-11-21,75.0,1.32,,16:3
6100,2022-11-21,75.5,2.79,,17:37
6101,2022-11-21,10.0,1.68,,17:8
6102,2022-11-21,47.5,0.52,,22:30
6103,2022-11-21,42.5,4.56,,11:20
6104,2022-11-21,32.5,1.7,,18:18
6105,2022-11-21,20.0,0.38,,13:4
6106,2022-11-21,55.0,3.17,,12:23
6107,2022-11-21,25.0,2.6,,20:53
6108,2022-11-21,50.0,0.67,,12:45
6109,2022-11-21,25.0,1.92,,22:29
6110,2022-11-21,25.0,3.88,,15:56
6111,2022-11-21,8.0,4.44,,20:29
6112,2022-11-21,50.0,2.72,,22:26
6113,2022-11-21,47.5,3.47,,16:56
6114,2022-11-21,80.0,2.47,,16:41
6115,2022-11-21,18.0,3.19,,17:19
6116,2022-11-21,80.0,2.23,,12:44
6117,2022-11-21,55.0,2.56,,18:46
6118,2022-11-21,85.0,3.85,,20:10
6119,2022-11-21,25.0,2.07,,18:0
6120,2022-11-21,30.0,4.59,,14:26
6121,2022-11-21,65.0,1.26,,15:26
6122,2022-11-21,35.0,2.67,,16:47
6123,2022-11-21,22.5,2.69,,22:56
6124,2022-11-21,22.5,3.0,,18:51
6125,2022-11-21,42.5,3.32,,17:22
6126,2022-11-21,12.5,4.94,,22:7
6127,2022-11-21,65.0,4.84,,13:2
6128,2022-11-21,65.0,1.17,,14:34
6129,2022-11-21,60.0,2.49,,22:11
6130,2022-11-21,62.5,0.86,,11:58
6131,2022-11-21,20.0,1.61,,15:24
6132,2022-11-21,25.0,1.35,,20:28
6133,2022-11-21,20.0,3.4,,12:12
6134,2022-11-21,45.0,1.53,,22:59
6135,2022-11-21,55.0,2.34,,19:37
6136,2022-11-21,58.0,2.19,,13:55
6137,2022-11-21,60.0,3.79,,18:3
6138,2022-11-21,35.0,0.49,,19:31
6139,2022-11-21,10.0,2.39,,15:9
6140,2022-11-21,25.0,4.04,,16:45
6141,2022-11-21,20.0,1.28,,16:41
6142,2022-11-21,10.0,1.2,,11:20
6143,2022-11-21,57.5,4.18,,21:10
6144,2022-11-21,12.5,3.21,,18:16
6145,2022-11-21,30.0,2.69,,12:44
6146,2022-11-21,77.5,4.06,,12:18
6147,2022-11-21,70.0,0.21,,14:18
6148,2022-11-21,57.5,4.8,,21:38
6149,2022-11-21,45.0,3.16,,21:59
6150,2022-11-21,15.0,4.18,,21:30
6151,2022-11-21,72.5,4.33,,12:46
6152,2022-11-21,10.0,4.01,,17:41
6153,2022-11-21,10.0,3.96,,19:54
6154,2022-11-21,85.0,4.41,,13:45
6155,2022-11-21,20.0,4.14,,17:53
6156,2022-11-21,30.0,3.54,,18:21
6157,2022-11-21,42.5,2.08,,18:31
6158,2022-11-21,70.0,3.17,,20:45
6159,2022-11-21,65.0,2.68,,15:28
6160,2022-11-21,42.5,3.68,,22:44
6161,2022-11-21,20.0,3.81,,20:47
6162,2022-11-21,25.0,0.93,,18:29
6163,2022-11-21,32.5,2.43,,11:49
6164,2022-11-21,50.0,2.51,,12:5
6165,2022-11-22,42.5,2.14,,20:51
6166,2022-11-22,35.0,4.55,,19:53
6167,2022-11-22,40.0,3.32,,21:32
6168,2022-11-22,45.0,3.5,,20:42
6169,2022-11-22,32.5,1.52,,22:21
6170,2022-11-22,62.5,0.85,,21:13
6171,2022-11-22,37.5,2.72,,13:39
6172,2022-11-22,62.5,2.01,,16:26
6173,2022-11-22,70.0,1.18,,19:9
6174,2022-11-22,45.0,0.34,,19:16
6175,2022-11-22,57.5,1.91,,11:14
6176,2022-11-22,30.0,3.08,,15:53
6177,2022-11-22,60.0,0.27,,15:35
6178,2022-11-22,60.0,0.54,,12:11
6179,2022-11-22,27.5,2.06,,13:32
6180,2022-11-22,20.0,4.78,,15:12
6181,2022-11-22,20.0,2.72,,14:9
6182,2022-11-22,25.0,0.27,,14:31
6183,2022-11-22,27.5,4.66,,19:12
6184,2022-11-22,52.5,1.4,,14:20
6185,2022-11-22,57.5,2.81,,17:27
6186,2022-11-22,62.5,4.44,,17:55
6187,2022-11-22,12.5,4.9,,13:38
6188,2022-11-22,20.0,0.55,,11:32
6189,2022-11-22,70.0,3.69,,18:36
6190,2022-11-22,50.0,4.6,,17:23
6191,2022-11-22,57.5,0.55,,15:17
6192,2022-11-22,57.5,1.51,,16:39
6193,2022-11-22,57.5,0.29,,14:57
6194,2022-11-22,60.0,0.31,,15:34
6195,2022-11-22,25.0,0.88,,16:13
6196,2022-11-22,40.0,0.64,,12:3
6197,2022-11-22,65.0,2.71,,22:5
6198,2022-11-22,77.5,4.62,,13:56
6199,2022-11-22,50.0,2.79,,15:58
6200,2022-11-22,20.0,4.74,,12:6
6201,2022-11-22,72.5,1.1,,22:6
6202,2022-11-22,15.0,3.08,,13:44
6203,2022-11-22,30.0,4.43,,16:23
6204,2022-11-22,22.5,1.41,,20:55
6205,2022-11-22,20.0,3.43,,22:27
6206,2022-11-22,57.5,0.47,,13:34
6207,2022-11-22,67.5,4.38,,14:44
6208,2022-11-22,20.0,4.01,,14:12
6209,2022-11-22,82.5,4.81,,17:57
6210,2022-11-22,15.0,3.69,,18:43
6211,2022-11-22,72.5,2.87,,15:56
6212,2022-11-22,40.0,4.18,,19:22
6213,2022-11-22,57.5,1.91,,22:47
6214,2022-11-22,45.0,2.28,,19:58
6215,2022-11-22,15.0,2.49,,16:37
6216,2022-11-22,37.5,2.25,,21:28
6217,2022-11-22,45.0,0.44,,22:10
6218,2022-11-22,12.5,4.47,,14:15
6219,2022-11-22,65.0,4.91,,13:31
6220,2022-11-22,27.5,1.36,,19:31
6221,2022-11-22,25.0,3.32,,16:11
6222,2022-11-22,42.5,0.09,,22:10
6223,2022-11-22,30.0,2.68,,13:22
6224,2022-11-22,42.5,3.87,,11:16
6225,2022-11-22,15.0,0.37,,15:3
6226,2022-11-22,35.0,2.95,,16:28
6227,2022-11-22,15.0,3.31,,15:8
6228,2022-11-22,10.0,2.9,,22:48
6229,2022-11-22,10.0,4.8,,17:1
6230,2022-11-22,15.0,4.16,,13:45
6231,2022-11-22,75.0,3.04,,12:47
6232,2022-11-22,10.0,2.38,,11:1
6233,2022-11-22,42.5,1.89,,19:57
6234,2022-11-22,60.0,2.89,,19:37
6235,2022-11-22,32.5,4.92,,22:35
6236,2022-11-22,55.0,3.59,,12:54
6237,2022-11-22,52.5,4.53,,11:29
6238,2022-11-22,35.0,3.32,,21:48
6239,2022-11-22,52.5,4.68,,16:41
6240,2022-11-22,75.0,2.58,,14:8
6241,2022-11-22,45.0,1.71,,18:44
6242,2022-11-22,30.0,0.89,,16:18
6243,2022-11-22,10.0,3.79,,13:0
6244,2022-11-22,70.0,1.03,,21:44
6245,2022-11-22,35.0,1.31,,11:6
6246,2022-11-22,50.0,2.32,,22:48
6247,2022-11-22,50.0,4.75,,13:4
6248,2022-11-22,20.0,2.73,,21:25
6249,2022-11-22,20.0,0.59,,21:33
6250,2022-11-22,50.0,1.01,,15:38
6251,2022-11-22,65.0,2.62,,14:27
6252,2022-11-22,67.5,3.17,,13:30
6253,2022-11-22,45.0,4.11,,12:12
6254,2022-11-22,65.0,4.9,,12:48
6255,2022-11-22,37.5,4.93,,16:0
6256,2022-11-22,60.0,0.67,,22:47
6257,2022-11-22,10.0,0.48,,21:51
6258,2022-11-22,32.5,1.11,,13:43
6259,2022-11-22,67.5,1.44,,16:4
6260,2022-11-22,25.0,4.76,,14:18
6261,2022-11-22,50.0,3.22,,19:4
6262,2022-11-22,67.5,3.97,,19:8
6263,2022-11-22,10.0,2.13,,14:35
6264,2022-11-22,20.0,1.29,,21:48
6265,2022-11-22,40.0,3.77,,21:57
6266,2022-11-22,45.0,4.23,,19:15
6267,2022-11-22,40.0,1.38,,22:2
6268,2022-11-22,67.5,4.88,,12:53
6269,2022-11-22,50.0,0.46,,14:25
6270,2022-11-22,27.5,2.73,,16:22
6271,2022-11-22,47.5,0.11,,12:33
6272,2022-11-22,55.0,2.56,,12:15
6273,2022-11-22,72.5,4.04,,11:41
6274,2022-11-23,60.0,4.4,,22:10
6275,2022-11-23,50.0,4.49,,21:10
6276,2022-11-23,45.0,0.6,,18:15
6277,2022-11-23,20.0,4.91,,20:12
6278,2022-11-23,20.5,2.77,,22:11
6279,2022-11-23,32.5,2.74,,22:4
6280,2022-11-23,10.0,1.64,,18:15
6281,2022-11-23,65.0,3.72,,16:37
6282,2022-11-23,65.0,1.05,,15:20
6283,2022-11-23,40.0,3.34,,19:17
6284,2022-11-23,57.5,2.85,,20:52
6285,2022-11-23,27.5,1.51,,18:48
6286,2022-11-23,40.0,1.69,,16:3
6287,2022-11-23,67.5,2.66,,12:30
6288,2022-11-23,10.0,1.46,,17:14
6289,2022-11-23,70.0,0.55,,11:33
6290,2022-11-23,23.0,4.65,,12:17
6291,2022-11-23,62.5,1.07,,16:19
6292,2022-11-23,25.0,0.88,,17:27
6293,2022-11-23,35.0,1.18,,14:19
6294,2022-11-23,22.5,3.74,,12:54
6295,2022-11-23,15.0,2.6,,15:37
6296,2022-11-23,15.0,4.15,,14:52
6297,2022-11-23,57.5,0.85,,14:8
6298,2022-11-23,52.5,1.28,,21:36
6299,2022-11-23,62.5,3.9,,14:34
6300,2022-11-23,77.5,4.93,,21:18
6301,2022-11-23,72.5,3.51,,13:38
6302,2022-11-23,15.0,3.23,,13:16
6303,2022-11-23,67.5,1.25,,19:40
6304,2022-11-23,42.5,2.87,,11:16
6305,2022-11-23,15.0,4.94,,16:18
6306,2022-11-23,65.0,2.23,,14:28
6307,2022-11-23,38.0,3.82,,19:45
6308,2022-11-23,10.0,2.43,,17:9
6309,2022-11-23,32.5,2.73,,14:54
6310,2022-11-23,20.0,3.33,,15:15
6311,2022-11-23,30.0,1.95,,19:54
6312,2022-11-23,15.0,4.61,,11:59
6313,2022-11-23,37.5,2.44,,11:2
6314,2022-11-23,45.0,4.38,,20:29
6315,2022-11-23,15.0,4.44,,19:10
6316,2022-11-23,47.5,2.96,,11:24
6317,2022-11-23,37.5,0.86,,11:30
6318,2022-11-23,65.0,0.06,,21:55
6319,2022-11-23,75.0,0.6,,12:16
6320,2022-11-23,70.0,2.97,,12:6
6321,2022-11-23,30.0,4.46,,20:37
6322,2022-11-23,25.0,4.61,,11:50
6323,2022-11-23,55.0,2.07,,19:40
6324,2022-11-23,35.0,4.82,,12:29
6325,2022-11-23,35.0,3.91,,12:27
6326,2022-11-23,10.0,0.26,,20:35
6327,2022-11-23,32.5,0.25,,22:8
6328,2022-11-23,10.0,4.47,,15:46
6329,2022-11-23,28.0,2.61,,17:30
6330,2022-11-23,47.5,2.59,,15:59
6331,2022-11-23,40.0,0.05,,11:45
6332,2022-11-23,20.0,2.78,,17:18
6333,2022-11-23,72.5,0.72,,22:29
6334,2022-11-23,77.5,3.08,,17:26
6335,2022-11-23,20.0,3.62,,13:54
6336,2022-11-23,45.0,1.88,,13:16
6337,2022-11-23,67.5,4.26,,13:52
6338,2022-11-23,67.5,2.12,,11:44
6339,2022-11-23,27.5,0.29,,22:35
6340,2022-11-23,25.0,4.34,,21:27
6341,2022-11-23,60.0,1.8,,21:37
6342,2022-11-23,20.0,2.48,,22:16
6343,2022-11-23,52.5,4.4,,22:6
6344,2022-11-23,35.0,1.4,,11:16
6345,2022-11-23,35.0,3.37,,17:30
6346,2022-11-23,47.5,4.62,,20:52
6347,2022-11-23,12.5,2.85,,19:48
6348,2022-11-23,20.0,0.46,,14:40
6349,2022-11-23,52.5,1.09,,14:8
6350,2022-11-23,22.5,2.21,,22:8
6351,2022-11-23,20.0,3.78,,19:13
6352,2022-11-23,65.0,2.09,,19:44
6353,2022-11-23,57.5,2.14,,11:6
6354,2022-11-23,10.0,0.68,,17:17
6355,2022-11-23,65.0,4.47,,21:29
6356,2022-11-23,80.0,2.15,,16:30
6357,2022-11-23,27.5,1.94,,17:29
6358,2022-11-23,32.5,1.19,,22:0
6359,2022-11-23,45.0,4.66,,21:37
6360,2022-11-23,12.5,3.09,,18:16
6361,2022-11-23,47.5,3.19,,17:43
6362,2022-11-23,35.0,3.27,,18:39
6363,2022-11-23,52.5,0.54,,18:35
6364,2022-11-23,12.5,4.92,,18:26
6365,2022-11-23,50.0,1.42,,21:44
6366,2022-11-23,57.5,3.09,,13:26
6367,2022-11-23,30.5,3.8,,11:22
6368,2022-11-23,45.0,4.4,,18:40
6369,2022-11-23,20.0,3.02,,19:52
6370,2022-11-23,12.5,4.69,,17:48
6371,2022-11-23,22.5,3.45,,19:37
6372,2022-11-23,70.0,3.1,,20:46
6373,2022-11-23,25.0,2.59,,15:33
6374,2022-11-23,25.0,3.59,,18:12
6375,2022-11-23,57.5,3.15,,20:18
6376,2022-11-23,42.5,1.68,,15:20
6377,2022-11-23,20.0,0.58,,21:43
6378,2022-11-23,62.5,3.84,,11:58
6379,2022-11-23,65.0,4.53,,20:21
6380,2022-11-23,42.5,0.95,,13:1
6381,2022-11-23,62.5,0.19,,22:24
6382,2022-11-23,10.0,4.66,,21:29
6383,2022-11-23,40.0,3.69,,15:7
6384,2022-11-23,45.0,2.36,,11:12
6385,2022-11-23,75.0,2.17,,16:53
6386,2022-11-23,67.5,3.99,,16:10
6387,2022-11-23,62.5,3.83,,20:37
6388,2022-11-23,15.0,0.6,,11:10
6389,2022-11-23,50.0,4.86,,13:45
6390,2022-11-23,77.5,2.19,,21:58
6391,2022-11-23,25.0,0.1,,11:35
6392,2022-11-23,10.0,1.19,,18:16
6393,2022-11-23,10.0,3.15,,16:53
6394,2022-11-23,50.0,0.0,,18:54
6395,2022-11-23,55.0,4.35,,12:7
6396,2022-11-23,25.0,1.47,,13:4
6397,2022-11-23,47.5,4.25,,18:22
6398,2022-11-23,42.5,4.77,,12:49
6399,2022-11-23,47.5,4.81,,15:31
6400,2022-11-23,28.0,0.86,,16:44
6401,2022-11-23,22.5,3.26,,22:22
6402,2022-11-23,25.0,4.85,,19:32
6403,2022-11-23,75.0,1.69,,17:16
6404,2022-11-23,15.0,0.52,,16:6
6405,2022-11-23,62.5,0.39,,15:14
6406,2022-11-23,55.0,1.52,,22:9
6407,2022-11-23,10.0,1.93,,13:44
6408,2022-11-23,10.0,4.08,,15:48
6409,2022-11-23,10.0,2.79,,13:58
6410,2022-11-23,20.0,4.16,,18:44
6411,2022-11-23,53.0,4.36,,17:8
6412,2022-11-23,45.0,1.42,,16:49
6413,2022-11-23,62.5,1.63,,11:7
6414,2022-11-23,67.5,4.8,,12:42
6415,2022-11-23,65.0,3.4,,19:35
6416,2022-11-23,12.5,4.18,,18:6
6417,2022-11-23,67.5,4.68,,12:3
6418,2022-11-23,37.5,0.88,,17:49
6419,2022-11-23,50.0,3.66,,15:52
6420,2022-11-23,82.5,0.81,,16:20
6421,2022-11-23,50.0,4.56,,11:32
6422,2022-11-23,35.0,1.95,,22:32
6423,2022-11-23,60.0,0.45,,11:36
6424,2022-11-24,10.0,1.0,,19:0
6425,2022-11-24,57.5,4.97,,21:48
6426,2022-11-24,35.0,4.69,,14:12
6427,2022-11-24,45.0,1.22,,19:10
6428,2022-11-24,40.0,0.79,,15:23
6429,2022-11-24,20.0,3.67,,13:15
6430,2022-11-24,20.0,0.66,,14:28
6431,2022-11-24,45.0,4.59,,20:58
6432,2022-11-24,70.0,2.85,,19:57
6433,2022-11-24,12.5,4.06,,20:22
6434,2022-11-24,22.5,2.21,,16:24
6435,2022-11-24,50.0,2.43,,20:30
6436,2022-11-24,30.0,2.33,,21:50
6437,2022-11-24,20.0,3.24,,15:55
6438,2022-11-24,47.5,2.61,,16:53
6439,2022-11-24,32.5,2.8,,19:51
6440,2022-11-24,10.0,1.88,,13:42
6441,2022-11-24,70.0,2.11,,13:21
6442,2022-11-24,67.5,2.48,,15:52
6443,2022-11-24,47.5,3.57,,17:35
6444,2022-11-24,42.5,0.25,,22:19
6445,2022-11-24,50.0,2.93,,17:59
6446,2022-11-24,45.0,1.16,,15:56
6447,2022-11-24,12.5,3.33,,22:40
6448,2022-11-24,77.5,1.01,,19:41
6449,2022-11-24,35.0,4.48,,19:40
6450,2022-11-24,12.5,0.69,,12:18
6451,2022-11-24,57.5,3.45,,18:46
6452,2022-11-24,62.5,4.34,,19:39
6453,2022-11-24,37.5,3.6,,22:42
6454,2022-11-24,62.5,2.09,,11:28
6455,2022-11-24,28.0,3.07,,14:21
6456,2022-11-24,65.0,0.87,,14:6
6457,2022-11-24,42.5,2.87,,17:2
6458,2022-11-24,25.0,2.25,,13:7
6459,2022-11-24,32.5,1.01,,21:7
6460,2022-11-24,15.0,2.32,,18:27
6461,2022-11-24,10.0,3.25,,12:55
6462,2022-11-24,10.0,1.57,,16:36
6463,2022-11-24,10.0,2.16,,13:22
6464,2022-11-24,15.0,1.7,,21:45
6465,2022-11-24,12.5,3.96,,14:7
6466,2022-11-24,22.5,1.66,,13:23
6467,2022-11-24,40.0,3.7,,16:57
6468,2022-11-24,30.0,4.59,,11:0
6469,2022-11-24,10.0,1.92,,16:18
6470,2022-11-24,50.0,2.06,,13:56
6471,2022-11-24,60.0,4.57,,22:41
6472,2022-11-24,67.5,2.93,,18:54
6473,2022-11-24,40.0,0.36,,15:5
6474,2022-11-24,67.5,0.9,,12:7
6475,2022-11-24,45.0,2.79,,16:6
6476,2022-11-24,20.0,2.02,,12:39
6477,2022-11-24,20.0,1.74,,18:42
6478,2022-11-24,37.5,3.2,,18:13
6479,2022-11-24,70.0,0.29,,12:48
6480,2022-11-24,52.5,2.99,,19:25
6481,2022-11-24,50.0,1.39,,20:49
6482,2022-11-24,77.5,0.43,,20:22
6483,2022-11-24,75.0,3.07,,20:11
6484,2022-11-24,10.0,3.05,,15:49
6485,2022-11-24,25.0,2.01,,12:5
6486,2022-11-24,47.5,4.59,,16:41
6487,2022-11-24,15.0,3.12,,12:26
6488,2022-11-24,47.5,3.69,,16:59
6489,2022-11-24,75.0,1.14,,19:4
6490,2022-11-24,15.0,1.58,,20:49
6491,2022-11-24,53.0,3.18,,20:51
6492,2022-11-24,75.0,1.16,,18:18
6493,2022-11-24,57.5,4.62,,18:4
6494,2022-11-24,10.0,4.88,,21:7
6495,2022-11-24,12.5,1.61,,22:26
6496,2022-11-24,57.5,0.06,,13:16
6497,2022-11-24,10.0,0.04,,16:41
6498,2022-11-24,75.0,0.19,,18:40
6499,2022-11-24,57.5,0.42,,18:12
6500,2022-11-24,52.5,4.67,,20:37
6501,2022-11-24,52.5,2.44,,11:8
6502,2022-11-24,40.0,0.49,,11:35
6503,2022-11-24,27.5,0.92,,11:47
6504,2022-11-24,72.5,2.33,,17:14
6505,2022-11-24,45.0,0.45,,18:23
6506,2022-11-24,57.5,4.24,,15:37
6507,2022-11-24,57.5,2.34,,13:35
6508,2022-11-24,40.0,0.33,,17:19
6509,2022-11-24,67.5,2.37,,15:11
6510,2022-11-24,10.0,0.4,,12:51
6511,2022-11-24,15.0,1.36,,11:41
6512,2022-11-24,12.5,4.75,,13:28
6513,2022-11-24,67.5,0.35,,20:38
6514,2022-11-24,35.5,1.48,,21:41
